Path,Date,Width,Height
/Users/fanguo/Documents/Design File/Mobile/resources/empty_v2.png,1401840543000,305,611
/Users/fanguo/Documents/Design File/Mobile/resources/empty_v3.png,1401840564000,305,626
/Users/fanguo/Documents/Design File/Mobile/NavigationUpdate/empty_v2.png,1401841198000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/NavigationUpdate/empty_v3.png,1401841200000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/resources/detail.png,1401932794000,2040,1057
/Users/fanguo/Documents/Design File/Mobile/May15Flow/MoveOn_Popup.png,1402077697000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/May15Flow/Reject_Popup.png,1402077698000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/Candidates.png,1402701702000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/Req.png,1402701703000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/all_Req.png,1402701705000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/header.png,1402951476000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/header_1.png,1402951478000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/header_2.png,1402951479000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/shuttle.png,1402951944000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/home.png,1402951947000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/LayoutConsistency_May30-10.png,1402960880000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/LayoutConsistency_May30-27.png,1402960882000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/LayoutConsistency_May30-21.png,1402961543000,2048,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/LayoutConsistency_May30-22.png,1402961545000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun2/LayoutConsistency_May30-23.png,1402961546000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header1_0.png,1403301714000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header2_0.png,1403301715000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header3_0.png,1403301724000,2048,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/iPhone-01.png,1403301989000,640,1136
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header1_1.png,1403571546000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header1_2.png,1403571547000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header2_1.png,1403571549000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header2_2.png,1403571550000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header3_1.png,1403571552000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/header3_2.png,1403571553000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/notifications.png,1403662676000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/actions_1.png,1403662807000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/actions_2.png,1403662845000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/shuttle_1.png,1403662886000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun20/shuttle_2.png,1403662888000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-01.png,1403851850000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-03.png,1403851853000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-06.png,1403851856000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-08.png,1403851859000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-09.png,1403851861000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-19.png,1403851874000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-20.png,1403851876000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-23.png,1403851879000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-18.png,1403852494000,2048,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-02.png,1403853326000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-03.png,1403853327000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-04.png,1403853328000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-05.png,1403853330000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-06.png,1403853331000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-07.png,1403853332000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-09.png,1403853489000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-10.png,1403853491000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-24.png,1403853970000,2048,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-25.png,1403853972000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-26.png,1403853973000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Content-08.png,1403854885000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/iPhone-05.png,1404161883000,640,1136
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/iPhone-10.png,1404267947000,640,1137
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-27.png,1404268037000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-28.png,1404268039000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-29.png,1404268040000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-30.png,1404268042000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/landing-page-1.png,1404268731000,2048,1496
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/landing-page-2.png,1404268734000,2048,1496
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/iPhone-06.png,1404410168000,640,1137
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-31.png,1404417016000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-32.png,1404417911000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-33.png,1404947262000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jun25/Consistency_Header-34.png,1404947263000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jul10/DrillDown.png,1405023258000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jul10/FirstPage.png,1405026434000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jul10/Consistency_Header-22.png,1405043653000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/iPhone/iPhone_Notification_detail.png,1405121540000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-06.png,1405121540000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-07.png,1405121541000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-09.png,1405121545000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-12.png,1405121549000,2048,1537
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-13.png,1405121551000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-14.png,1405121552000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/notifications/iPhone/iPhone_Notification_List.png,1405121553000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-15.png,1405121553000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-18.png,1405121559000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-20.png,1405121563000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-21.png,1405121565000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/iPhone/iPhone_Notification_Filter.png,1405121566000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-23.png,1405121566000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-24.png,1405121567000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-25.png,1405121567000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/iPad/Notifications-17.png,1405445446000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-17.png,1405445446000,2049,1537
/Users/fanguo/Documents/Design File/Mobile/notifications/iPad/Notifications-10.png,1405539091000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-10.png,1405539091000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/iPad/Notifications-03.png,1405540577000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-03.png,1405540577000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jul10/Shuttle.png,1405557750000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/Consistency/Jul10/Shuttle_iPhone.png,1405557907000,641,1136
/Users/fanguo/Documents/Design File/Mobile/notifications/iPad/Notification_popuover.png,1405559139000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-19.png,1405559139000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/iPad/Notifications_detail.png,1405559887000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/notifications/Notifications-11.png,1405559887000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-02.png,1405646281000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-03.png,1405646283000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-04.png,1405646284000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-05.png,1405646286000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-06.png,1405646288000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-08.png,1405646292000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-09.png,1405646294000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-10.png,1405646296000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-13.png,1405646300000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-16.png,1405646308000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-17.png,1405646312000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-18.png,1405646314000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-19.png,1405646318000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-20.png,1405646320000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-21.png,1405646324000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-22.png,1405646326000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-25.png,1405646329000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-07.png,1405646954000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-24.png,1405646955000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-32.png,1405647661000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-01.png,1405695234000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-27.png,1405695235000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-11.png,1405695270000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-14.png,1405695272000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/New folder/Redesign_PostOHUG-15.png,1405695274000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/landing_SUI.png,1406685826000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/SUI/Approvals.png,1406685826000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/landing_TUI.png,1406685852000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/landing_mengdi.png,1406686048000,2049,1496
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/TUI_ReqCandidates.png,1407370658000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Requisitions.png,1407370993000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Redesign_PostOHUG_export-29.png,1407371897000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/Redesign_PostOHUG_export-18.png,1407372582000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/Selection.png,1407461338000,643,1017
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/SUI/Selection.png,1407461713000,265,492
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/SUI/PersonalInfo.png,1407461734000,265,492
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/PersonalInfo.png,1407462560000,642,1017
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/icons-01.png,1407464295000,285,521
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/SUI/Actions.png,1407537066000,265,492
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/SUI/Interview.png,1407537085000,265,492
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/Interviews.png,1407538708000,643,1017
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/Comments.png,1407538731000,642,1017
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/Actions.png,1407538767000,642,1017
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/Redesign_PostOHUG_export-16.png,1407542504000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/Redesign_PostOHUG_export-17.png,1407542507000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/Redesign_PostOHUG_export-19.png,1407542512000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/multiResume_TUI.png,1407542522000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/SUI/multiResume_SUI.png,1407548339000,1025,769
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/SUI/SUI-10.png,1407782499000,1025,769
/Users/fanguo/Documents/Design File/cards/Hiring_Req.png,1407787740000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/SUI/Requisitions.png,1407787740000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/SUI/Comments.png,1407805123000,265,492
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/SUI/SUI-08.png,1407805784000,1024,769
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Refine/Redesign_PostOHUG_export-14.png,1407807467000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Refine/Redesign_PostOHUG_export-11.png,1407807546000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Refine/Redesign_PostOHUG_export-15.png,1407807548000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Redesign_PostOHUG_export-08.png,1407807762000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Redesign_PostOHUG_export-32.png,1407807764000,2048,1536
/Users/fanguo/Documents/Design File/cards/Hiring_Req_can.png,1407807965000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/SUI/Req_Summary.png,1407807966000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/CommentAndSubmit/Redesign_PostOHUG_export-28.png,1407808449000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/CommentAndSubmit/Redesign_PostOHUG_export-29.png,1407808452000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MoveCards/Redesign_PostOHUG_export-05.png,1407808709000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MoveCards/Redesign_PostOHUG_export-06.png,1407808711000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MoveCards/Redesign_PostOHUG_export-24.png,1407808747000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Candidates.png,1407809435000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/Redesign_PostOHUG_export-21.png,1407810526000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/SUI/SUI-11.png,1407810819000,1025,769
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Redesign_PostOHUG_export-10.png,1408061365000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Redesign_PostOHUG_export-09.png,1408062876000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Tab_Style.png,1408141451000,3041,1232
/Users/fanguo/Documents/Design File/Mobile/Redesign_PostOHUG_export-34.png,1408141491000,3041,1232
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards.png,1408142148000,3306,1280
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Approvals.png,1408386747000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/candidate-details_submission.png,1408386905000,2048,2187
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/CommentAndSubmit/Redesign_PostOHUG_export-30.png,1408414351000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/CommentAndSubmit/Redesign_PostOHUG_export-31.png,1408414352000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Redesign_PostOHUG_export-34.png,1408473044000,3041,1232
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Approval_Detail.png,1408475836000,2049,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Req_Candidate.png,1408664453000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/Req_List.png,1408664455000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/SUI_ReqList.png,1408664492000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/SUI-ReqCan.png,1408664493000,1024,768
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/phone-requisition-list.png,1408665262000,640,1136
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/candidate-details-submission.png,1408665273000,2048,1536
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/phone-candidate-details-submission.png,1408665278000,640,1136
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Main/phone-candidate-list.png,1408665283000,640,1136
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG Card_CandidateList_Card.png,1409267174000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG Card_CandidateList_Card_Nav_Alt1.png,1409267175000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG Card_CandidateList_Card_Nav_Alt2.png,1409267175000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG Card_RequisitionList_Card.png,1409267176000,1024,692
/Users/fanguo/Documents/Design File/cards/Hiring_Candidates.png,1409352717000,1636,580
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/SUI/Hiring_Card_CandidateList_AllCards.png,1409352717000,1636,580
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG Card_RequisitionList_Card_Alt.png,1409697266000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG Card_CandidateList_AllCards.png,1409697649000,1636,580
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/Redesign_PostOHUG_export-35.png,1409793698000,2453,1183
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/Interview_Evaluation.png,1410562599000,643,1017
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/Evaluation_interview.png,1410562624000,643,1017
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/cards/Submit.png,1410562656000,643,1017
/Users/fanguo/Documents/Design File/Hiring/cards_dark.png,1410825012000,2103,580
/Users/fanguo/Documents/Design File/Hiring/cards_light.png,1410825013000,2135,580
/Users/fanguo/Documents/Design File/Mobile/Icon_List.png,1410893798000,384,587
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG_Requisitions_Panel.png,1411005299000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG_Requisitions_Panel_alt.png,1411005299000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG_Candidates_Panel.png,1411005300000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG_Candidates_Panel_alt.png,1411005301000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG_Requisitions_Panel_alt2.png,1411005693000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG_Requisitions_Panel_tab1.png,1411088271000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Aug27/NG_Requisitions_Panel_tab2.png,1411088271000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Sep22/NG_Requisitions_Panel_alt.png,1411429362000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Sep22/NG_Candidates_Panel_tab1.png,1411429363000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Sep22/NG_Candidates_Panel_tab2.png,1411429363000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Sep22/NG_Requisitions_Panel_Approvals.png,1411429364000,1024,692
/Users/fanguo/Documents/Design File/Hiring/Sep22/NG_Requisitions_Panel_Candidates.png,1411429364000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/oracle-video-my-teams-required-viewing-dark.png,1411675090000,1025,769
/Users/fanguo/Documents/Design File/videoSharing/oracle-video-my-teams-required-viewing-grouped.png,1411675095000,1025,769
/Users/fanguo/Documents/Design File/videoSharing/oracle-video-my-teams-required-viewing.png,1411675103000,1025,769
/Users/fanguo/Documents/Design File/videoSharing/2.png,1412120091000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/1.png,1412120093000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/3.png,1412120093000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/4.png,1412120942000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Prescriptions_Candidates_Panel_tab2.png,1412204109000,949,531
/Users/fanguo/Documents/Design File/videoSharing/GroupByDueDate.png,1412287035000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/GroupByDirects.png,1412287226000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/oct3/groupByDirect.png,1412374136000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/oct3/groupByDueDate.png,1412374136000,1024,692
/Users/fanguo/Documents/Design File/cards/VideoSharing_2.png,1412688810000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Oct7/groupByDueDate.png,1412688810000,1024,692
/Users/fanguo/Documents/Design File/cards/VideoSharing_1.png,1412688811000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Oct7/groupByDirects.png,1412688811000,1024,692
/Users/fanguo/Documents/Design File/cards/Wellness_competitionCards_R10-01.png,1412725359000,596,393
/Users/fanguo/Documents/Design File/videoSharing/Oct9/manager_2.png,1412958118000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Oct9/ungrouped.png,1412958119000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Oct9/grouped.png,1412959081000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Oct9/individual_1.png,1412960395000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Oct9/individual_2.png,1412960395000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Oct9/manager_1.png,1412960411000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/side_1.png,1414535019000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/top_1.png,1414535020000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/side_0.png,1414535021000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/top_0.png,1414535021000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/top_1_list.png,1414535022000,1024,692
"/Users/fanguo/Documents/Design File/videoSharing/Search/original/Search 0 - search field, ver 1-1.png",1414691175000,1025,769
"/Users/fanguo/Documents/Design File/videoSharing/Search/original/Search 1 - search field, ver 1-1.png",1414691175000,1025,769
"/Users/fanguo/Documents/Design File/videoSharing/Search/original/Search 2 - grid view, ver 1-1.png",1414691175000,1027,803
"/Users/fanguo/Documents/Design File/videoSharing/Search/original/Search 3, list view, ver 1-1.png",1414691175000,1027,803
"/Users/fanguo/Documents/Design File/videoSharing/Search/original/Search 4, persons, ver 1-1.png",1414691175000,1028,803
"/Users/fanguo/Documents/Design File/videoSharing/Search/original/Search 5, jobs, ver 1-1.png",1414691175000,1028,803
/Users/fanguo/Documents/Design File/videoSharing/Search/switch_1.png,1414705699000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/switch_3.png,1414705701000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/Search_0.png,1415051709000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/Search_Dropdown.png,1415051710000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/Video_Grid.png,1415051711000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/video_grid_filter.png,1415051712000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/Video_list.png,1415051713000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/people.png,1415051714000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/video_list_filter.png,1415051714000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Search/Nov3/Jobs.png,1415051715000,1024,692
/Users/fanguo/Documents/Design File/videoSharing/Nav/3_2.png,1415150199000,1024,200
/Users/fanguo/Documents/Design File/Mobile/PostOHUG/MultiResume/SUI/resumeView_1.png,1415314987000,1025,769
